Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture
7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13
7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0
7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1
7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11
7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12
7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0
7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0
7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12
7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09
7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11
7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12
7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13
7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14
7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13
7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11
7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14
7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11
7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13
7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12
7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0
7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11
7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0
7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02
7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1
7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11
7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11
7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11
7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1
7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0
7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12
8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07
7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11
7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1
7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12
7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11
7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12
7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11
7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1
7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11
7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11
7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12
7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0
7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12
7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0
7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11
7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15
7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13
7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1
7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12
8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11
7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11
7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0
7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09
7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1
7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11
7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0
7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12
7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11
7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13
7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11
7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11
7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12
7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0
7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16
7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11
7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13
7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12
7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0
7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11
7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1
7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12
7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11
7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12
7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22
7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11
7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11
7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1
7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13
7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12
6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0
7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12
7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11
7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09
7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12
7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12
7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12
7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1
7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11
7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0
7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0
7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15
7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12
7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12
7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1
7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08
7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15
7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0
7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11
7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0
7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0
7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12
7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12
7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11
7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11
7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11
7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13
7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13
7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11
7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12
7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11
7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1
7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08
7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12
7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1
7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11
7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13
7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12
7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12
7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13
7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09
7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11
7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1
7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11
7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11
7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12
7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11
7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12
7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12
7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11
7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11
7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12
7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0
7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07
7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1
7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11
7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12
7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11
7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11
7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11
7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12
7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12
7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0
7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11
7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11
7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12
7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13
7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14
7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12
7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12
7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12
7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09
7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1
7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0
7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11
7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11
7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1
7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0
7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0
7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0
7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11
7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12
7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09
7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0
7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11
7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13
7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11
7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1
7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11
7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0
7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0
7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12
7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11
7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12
7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12
7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02
7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05
7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02
7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11
7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12
7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12
7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1
7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13
7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13
7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11
7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12
7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12
7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0
7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08
7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11
7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1
7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12
7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11
7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0
7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1
7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0
7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0
7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12
7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12
7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1
7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11
7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1
7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11
7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0
7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11
7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11
7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12
7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11
7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13
7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11
7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11
7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11
7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11
7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1
7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11
7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12
7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1
7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12
7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12
7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13
7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0
7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12
7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12
7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12
7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11
7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11
7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01
7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2
7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0
7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1
7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11
7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1
7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12
7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12
7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0
7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12
7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12
7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12
7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11
7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0
7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11
7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11
7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13
7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12
7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12
7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11
7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13
7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11
7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12
7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12
7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11
7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06
7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0
7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12
7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1
7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11
7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12
7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12
7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12
7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0
7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1
7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0
7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1
7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12
7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13
7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13
7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11
7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16
7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42,0.01
7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0
7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11
7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12
7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11
7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09
7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12
7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14
7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13
7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12
7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13
7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33,0.12
7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33,0.11
7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25,0.12
7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25,0
7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1
7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12
7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25,0.09
7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13
7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,81.25,0.11
7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25,0.11
7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25,0.12
7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09
7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12
7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12
7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11
7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13
6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12
7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0
7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12
7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12
7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11
7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11
7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13
7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12
7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12
7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,0.04
7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11
7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11
7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11
7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0
7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13
7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13
7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0
7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13
7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12
7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11
7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1
7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06
7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11
7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0
7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11
7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09
7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0
7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11
7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12
7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12
7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12
7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12
7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12
7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11
7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0
7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12
7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0
7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0
7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1
7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11
