manufacturer_name,transmission,color,odometer_value,year_produced,engine_type,engine_capacity,body_type,drivetrain,price_usd
Toyota,mechanical,silver,270000,2008,diesel,2.2,hatchback,front,8200.0
Toyota,automatic,white,230000,2015,gasoline,1.8,liftback,front,17999.0
Toyota,automatic,red,150000,2007,gasoline,1.3,hatchback,front,5750.0
Toyota,automatic,black,174000,2012,gasoline,3.5,sedan,front,14999.0
Toyota,automatic,grey,130000,2012,gasoline,4.0,pickup,rear,21000.0
Toyota,automatic,grey,120701,2012,gasoline,4.0,pickup,rear,20000.0
Toyota,mechanical,red,252000,1999,gasoline,1.0,hatchback,front,3400.0
Toyota,mechanical,other,213000,2008,diesel,1.4,hatchback,front,5899.0
Toyota,mechanical,red,89000,2010,gasoline,1.8,hatchback,front,9000.0
Toyota,automatic,silver,126000,2010,gasoline,2.7,universal,front,17000.0
Toyota,automatic,brown,170000,2014,gasoline,2.0,suv,all,18000.0
Toyota,automatic,blue,455230,1999,gasoline,2.2,sedan,front,3399.0
Toyota,automatic,black,21720,2016,gasoline,2.0,suv,all,19950.0
Toyota,mechanical,silver,500000,2003,diesel,2.0,universal,front,5399.0
Toyota,mechanical,silver,140000,2009,diesel,2.2,suv,all,11999.0
Toyota,automatic,black,164000,2006,gasoline,2.0,sedan,front,8199.0
Toyota,automatic,silver,386000,2005,gasoline,1.8,minivan,front,7899.0
Toyota,mechanical,black,326920,2003,diesel,2.0,suv,all,7599.0
Toyota,automatic,silver,159200,2010,gasoline,1.8,hatchback,front,9999.0
Toyota,automatic,silver,125400,2010,gasoline,2.5,sedan,front,12100.0
Toyota,mechanical,violet,172200,2009,gasoline,1.8,hatchback,front,10299.0
Toyota,automatic,silver,190000,2010,gasoline,1.6,sedan,front,9950.0
Toyota,mechanical,blue,400000,2000,diesel,2.0,sedan,front,3500.0
Toyota,automatic,grey,150000,2006,gasoline,2.0,sedan,front,7790.0
Toyota,automatic,grey,55800,2010,gasoline,2.7,suv,front,15900.0
Toyota,mechanical,other,323444,2003,diesel,2.0,hatchback,front,4700.0
Toyota,automatic,blue,151000,2007,gasoline,1.6,sedan,front,7100.0
Toyota,automatic,black,182562,2007,gasoline,2.0,suv,all,9499.0
Toyota,automatic,blue,211300,2005,gasoline,4.0,suv,all,21999.0
Toyota,mechanical,blue,302000,2002,diesel,2.0,minivan,front,5999.0
Toyota,mechanical,white,192000,2008,gasoline,1.4,hatchback,front,6399.0
Toyota,mechanical,green,285000,1997,gasoline,1.8,universal,front,2300.0
Toyota,mechanical,silver,277000,1999,gasoline,1.3,hatchback,front,1800.0
Toyota,mechanical,silver,85160,2015,diesel,1.4,universal,front,12799.0
Toyota,automatic,silver,269000,2008,gasoline,2.4,sedan,front,10200.0
Toyota,mechanical,white,210000,2002,gasoline,2.0,suv,all,6639.48
Toyota,mechanical,silver,385000,2001,diesel,2.0,minivan,front,5500.0
Toyota,mechanical,silver,195000,2008,diesel,2.0,hatchback,front,6700.0
Toyota,automatic,silver,115400,2016,gasoline,1.8,hatchback,front,17370.0
Toyota,automatic,black,144000,2011,diesel,4.5,suv,all,34650.0
Toyota,automatic,black,298000,2007,diesel,4.4,suv,all,29499.0
Toyota,mechanical,blue,164000,2010,gasoline,1.0,hatchback,front,5450.0
Toyota,automatic,grey,319440,2006,diesel,3.0,suv,all,16999.0
Toyota,automatic,blue,333000,2006,gasoline,3.3,minivan,front,10950.0
Toyota,automatic,black,156000,2011,diesel,4.4,suv,all,34500.0
Toyota,automatic,black,83560,2016,gasoline,2.0,suv,all,22700.0
Toyota,mechanical,blue,191500,2006,gasoline,1.4,hatchback,front,4499.0
Toyota,automatic,black,75000,2014,gasoline,2.7,universal,front,26499.0
Toyota,automatic,grey,288073,2005,gasoline,3.3,minivan,all,11500.0
Toyota,mechanical,silver,352000,2006,diesel,1.4,universal,front,5250.0
Toyota,automatic,grey,63000,2017,gasoline,3.5,minivan,front,34000.0
Toyota,automatic,white,170000,2009,gasoline,1.0,hatchback,front,7500.0
Toyota,automatic,green,127000,2011,gasoline,3.5,minivan,front,18200.0
Toyota,automatic,grey,330000,2006,gasoline,4.0,suv,all,15000.0
Toyota,mechanical,grey,466000,1994,diesel,2.0,hatchback,front,1300.0
Toyota,automatic,other,23000,2018,gasoline,1.8,hatchback,front,18900.0
Toyota,mechanical,blue,274000,2002,diesel,2.0,suv,all,6600.0
Toyota,mechanical,grey,130000,2010,diesel,2.2,suv,all,12000.0
Toyota,automatic,brown,96561,2015,gasoline,1.8,minivan,front,20950.0
Toyota,mechanical,white,200000,2008,gasoline,1.6,sedan,front,8000.0
Toyota,mechanical,other,350000,2007,gasoline,1.6,hatchback,front,6500.0
Toyota,automatic,white,170000,2009,gasoline,1.8,liftback,front,9123.0
Toyota,automatic,red,234964,2009,gasoline,1.8,hatchback,front,10000.0
Toyota,automatic,grey,241000,2007,gasoline,3.5,suv,all,11500.0
Toyota,mechanical,black,329000,1984,gasoline,2.8,coupe,rear,5000.0
Toyota,mechanical,black,295000,2002,diesel,2.0,hatchback,front,4800.0
Toyota,automatic,black,205000,2010,gasoline,4.7,suv,all,36900.0
Toyota,mechanical,grey,168000,2011,gasoline,1.8,sedan,front,13300.0
Toyota,automatic,other,160934,2006,gasoline,3.3,minivan,front,12999.0
Toyota,automatic,silver,161000,2006,gasoline,2.4,suv,front,9000.0
Toyota,automatic,silver,327000,2002,gasoline,2.0,suv,all,6300.0
Toyota,mechanical,red,87272,1994,gasoline,1.3,hatchback,front,1300.0
Toyota,mechanical,silver,279345,2005,gasoline,1.6,hatchback,front,4970.0
Toyota,mechanical,silver,168000,2006,gasoline,2.0,suv,all,11000.0
Toyota,mechanical,silver,260000,2006,diesel,2.2,suv,all,12000.0
Toyota,automatic,grey,115000,2009,gasoline,1.8,sedan,front,9900.0
Toyota,automatic,silver,201461,2004,gasoline,2.4,sedan,front,6600.0
Toyota,mechanical,green,300000,1993,gasoline,1.6,sedan,front,1550.0
Toyota,mechanical,black,200000,2005,diesel,2.0,minivan,front,8500.0
Toyota,mechanical,silver,169000,2002,gasoline,1.6,hatchback,front,4400.0
Toyota,automatic,silver,210000,2005,gasoline,4.7,pickup,all,13000.0
Toyota,automatic,black,276807,2006,gasoline,2.4,sedan,front,7350.0
Toyota,automatic,other,206000,2008,gasoline,2.4,sedan,front,11400.0
Toyota,mechanical,silver,217000,2001,gasoline,1.0,hatchback,front,3200.0
Toyota,mechanical,silver,193045,2006,gasoline,1.0,hatchback,front,4200.0
Toyota,mechanical,blue,406000,1996,gasoline,2.4,minivan,rear,3500.0
Toyota,mechanical,silver,31000,2002,diesel,2.0,minivan,front,6000.0
Toyota,mechanical,green,460000,1996,gasoline,3.0,sedan,front,2500.0
Toyota,automatic,silver,253000,2008,gasoline,1.6,sedan,front,7500.0
Toyota,automatic,blue,141000,2008,gasoline,1.6,sedan,front,8000.0
Toyota,automatic,white,161500,2011,gasoline,1.8,sedan,front,13250.0
Toyota,automatic,black,240000,2006,gasoline,2.4,suv,all,8750.0
Toyota,automatic,red,230000,2007,gasoline,1.6,hatchback,front,6500.0
Toyota,automatic,blue,157716,2008,gasoline,3.5,minivan,front,12500.0
Toyota,mechanical,white,130000,2013,gasoline,1.6,sedan,front,11000.0
Toyota,automatic,silver,111111,2001,gasoline,2.0,suv,all,7000.0
Toyota,automatic,blue,150000,2011,gasoline,1.8,hatchback,front,13500.0
Toyota,mechanical,silver,156106,2003,gasoline,1.8,hatchback,front,4700.0
Toyota,automatic,black,150000,2006,gasoline,1.3,hatchback,front,5300.0
Toyota,mechanical,green,300000,2001,gasoline,1.4,hatchback,front,3800.0
Toyota,automatic,blue,65000,2016,gasoline,2.0,suv,front,22000.0
Toyota,automatic,other,202000,2008,gasoline,2.5,suv,front,12300.0
Toyota,mechanical,red,130000,2011,gasoline,1.0,hatchback,front,4800.0
Toyota,automatic,grey,302000,2007,gasoline,4.7,suv,all,27900.0
Toyota,mechanical,silver,196700,2009,gasoline,1.6,sedan,front,10555.0
Toyota,automatic,blue,360000,2008,gasoline,3.5,sedan,front,10500.0
Toyota,mechanical,green,360000,1998,diesel,3.0,suv,all,9959.2
Toyota,mechanical,grey,120000,2010,gasoline,1.3,hatchback,front,8200.0
Toyota,mechanical,silver,210000,2000,gasoline,1.0,hatchback,front,3000.0
Toyota,automatic,grey,209000,2008,gasoline,1.3,hatchback,front,5900.0
Toyota,mechanical,black,265000,2006,diesel,2.2,suv,all,10500.0
Toyota,mechanical,red,294000,1999,diesel,2.0,universal,front,3200.0
Toyota,automatic,red,161256,2000,gasoline,1.8,coupe,front,4650.0
Toyota,mechanical,silver,367000,2001,diesel,1.9,hatchback,front,2850.0
Toyota,mechanical,silver,320000,2007,diesel,2.0,universal,front,7800.0
Toyota,mechanical,blue,209000,2003,gasoline,1.8,sedan,front,5900.0
Toyota,mechanical,white,118000,2013,gasoline,1.0,hatchback,front,6899.0
Toyota,automatic,silver,300000,2007,gasoline,2.4,sedan,front,7000.0
Toyota,automatic,grey,148000,2009,gasoline,5.7,pickup,all,17900.0
Toyota,automatic,black,137000,2016,gasoline,2.5,sedan,front,19300.0
Toyota,automatic,silver,231000,2007,gasoline,4.0,suv,all,17950.0
Toyota,mechanical,grey,197000,2009,diesel,2.0,minivan,front,10563.41
Toyota,automatic,black,75000,2012,gasoline,5.7,suv,all,24950.0
Toyota,automatic,white,69000,2016,gasoline,2.5,sedan,front,21450.0
Toyota,automatic,black,170590,2012,gasoline,5.7,pickup,all,23850.0
Toyota,automatic,white,147000,2010,diesel,3.0,suv,all,26850.0
Toyota,mechanical,blue,284000,2009,diesel,4.2,suv,all,36000.0
Toyota,mechanical,grey,260000,2003,diesel,3.0,suv,all,13100.0
Toyota,automatic,black,257495,2007,gasoline,2.4,sedan,front,10000.0
Toyota,automatic,other,310000,2006,gasoline,2.4,sedan,front,8200.0
Toyota,mechanical,silver,116000,2011,gasoline,1.0,hatchback,front,6300.0
Toyota,mechanical,blue,145000,2007,gasoline,1.0,hatchback,front,5500.0
Toyota,mechanical,red,470000,2001,diesel,2.5,minibus,rear,7777.0
Toyota,automatic,black,85000,2011,gasoline,2.0,suv,all,15000.0
Toyota,mechanical,silver,250000,2001,gasoline,1.8,hatchback,front,4200.0
Toyota,mechanical,silver,300000,2001,diesel,2.0,sedan,front,4950.0
Toyota,mechanical,silver,275000,2006,diesel,2.2,hatchback,front,6800.0
Toyota,automatic,black,208123,2009,diesel,2.2,universal,front,12300.0
Toyota,mechanical,blue,168000,2008,diesel,1.4,hatchback,front,6800.0
Toyota,automatic,black,183493,2009,gasoline,2.5,suv,all,11700.0
Toyota,automatic,black,150000,2012,gasoline,1.8,minivan,front,11000.0
Toyota,automatic,grey,136794,2006,gasoline,3.5,sedan,front,9200.0
Toyota,mechanical,silver,378000,2004,diesel,1.4,hatchback,front,3550.0
Toyota,automatic,black,228527,2008,gasoline,1.8,sedan,front,7900.0
Toyota,mechanical,silver,400000,2001,diesel,2.0,sedan,front,3200.0
Toyota,mechanical,red,360000,1993,gasoline,1.6,sedan,front,1700.0
Toyota,automatic,grey,268760,2006,gasoline,3.5,minivan,all,12900.0
Toyota,automatic,blue,120000,2007,gasoline,1.3,hatchback,front,5599.0
Toyota,automatic,black,169000,2006,gasoline,2.0,suv,all,11100.0
Toyota,mechanical,white,39000,2015,gasoline,2.0,suv,front,18000.0
Toyota,automatic,silver,255000,2008,gasoline,1.8,minivan,front,9295.27
Toyota,mechanical,silver,270000,2004,gasoline,1.8,universal,front,7650.0
Toyota,mechanical,grey,145000,2010,gasoline,1.8,sedan,front,10900.0
Toyota,mechanical,silver,297000,2003,gasoline,1.8,hatchback,front,4600.0
Toyota,automatic,black,175000,2013,gasoline,2.5,suv,all,19000.0
Toyota,automatic,silver,227000,2009,diesel,1.4,hatchback,front,6100.0
Toyota,automatic,black,62700,2013,gasoline,2.0,sedan,front,14900.0
Toyota,automatic,red,209000,2006,gasoline,2.4,suv,front,10800.0
Toyota,mechanical,white,260000,1995,gasoline,1.6,liftback,front,2100.0
Toyota,mechanical,white,140000,2009,gasoline,1.6,sedan,front,10500.0
Toyota,automatic,silver,117000,2008,diesel,1.4,hatchback,front,5900.0
Toyota,automatic,grey,180247,2013,gasoline,2.5,sedan,front,15900.0
Toyota,mechanical,green,294000,2003,diesel,2.0,minivan,front,7177.0
Toyota,mechanical,blue,243000,2001,diesel,2.0,universal,front,4200.0
Toyota,mechanical,brown,417000,1992,gasoline,1.6,liftback,front,1500.0
Toyota,automatic,silver,200000,2008,gasoline,3.5,minivan,front,8950.0
Toyota,mechanical,silver,180000,2002,gasoline,1.6,hatchback,front,5100.0
Toyota,mechanical,black,340000,2006,diesel,2.2,hatchback,front,8000.0
Toyota,automatic,black,225000,2007,gasoline,2.4,sedan,front,10600.0
Toyota,mechanical,silver,402336,2002,gasoline,1.5,sedan,front,3100.0
Toyota,automatic,silver,99700,2013,gasoline,3.5,suv,all,24900.0
Toyota,mechanical,silver,195000,2004,gasoline,1.8,sedan,front,6600.0
Toyota,mechanical,other,444000,2002,diesel,2.0,suv,all,6100.0
Toyota,automatic,red,251058,2002,gasoline,2.4,sedan,front,5000.0
Toyota,mechanical,white,148700,2009,gasoline,1.0,hatchback,front,6100.0
Toyota,mechanical,grey,228000,2005,diesel,2.2,hatchback,front,8500.0
Toyota,automatic,black,297729,2007,gasoline,2.4,sedan,front,8000.0
Toyota,mechanical,green,335000,2000,diesel,2.0,sedan,front,3499.0
Toyota,automatic,white,200000,2009,gasoline,2.5,sedan,front,9500.0
Toyota,automatic,black,171000,2006,gasoline,2.4,sedan,front,7199.0
Toyota,mechanical,white,178600,2004,diesel,1.4,hatchback,front,3050.0
Toyota,automatic,silver,197000,2007,gasoline,2.4,sedan,front,9800.0
Toyota,mechanical,blue,312000,2001,gasoline,1.6,sedan,front,2500.0
Toyota,mechanical,grey,310000,2002,diesel,1.4,minivan,front,3319.74
Toyota,automatic,black,195000,2012,diesel,4.5,suv,all,35700.0
Toyota,automatic,black,134579,2000,diesel,3.0,suv,all,7000.0
Toyota,automatic,other,281026,2007,gasoline,2.4,sedan,front,5975.53
Toyota,automatic,blue,211000,2010,gasoline,1.8,liftback,front,11900.0
Toyota,mechanical,silver,222242,2000,gasoline,1.8,coupe,front,4700.0
Toyota,mechanical,yellow,106000,2003,gasoline,1.8,minivan,front,7100.0
Toyota,automatic,white,117000,2013,gasoline,2.5,sedan,front,14900.0
Toyota,automatic,white,78000,2015,gasoline,1.8,hatchback,front,15700.0
Toyota,mechanical,silver,175000,2013,gasoline,1.6,minivan,front,11899.0
Toyota,automatic,black,40000,2018,gasoline,2.0,suv,all,26500.0
Toyota,mechanical,silver,290000,2000,gasoline,1.3,hatchback,front,2200.0
Toyota,automatic,grey,228000,2010,gasoline,1.8,minivan,front,10200.0
Toyota,mechanical,black,280000,2001,diesel,2.0,liftback,front,4000.0
Toyota,mechanical,black,293000,1996,gasoline,1.8,liftback,front,1450.0
Toyota,mechanical,silver,350000,1997,gasoline,1.8,universal,front,2450.0
Toyota,mechanical,black,272000,2004,diesel,3.0,suv,all,13150.0
Toyota,automatic,black,200000,2011,gasoline,2.5,sedan,front,12000.0
Toyota,mechanical,red,350000,1995,gasoline,1.3,hatchback,front,2371.23
Toyota,automatic,black,335000,2006,gasoline,4.0,suv,all,15500.0
Toyota,automatic,silver,260714,2007,gasoline,2.4,sedan,front,9100.0
Toyota,mechanical,blue,190000,1997,gasoline,1.8,universal,front,3000.0
Toyota,mechanical,blue,208000,2003,gasoline,1.8,sedan,front,5900.0
Toyota,automatic,black,120000,2010,gasoline,1.8,hatchback,front,11500.0
Toyota,mechanical,blue,109000,2009,gasoline,1.6,sedan,front,10500.0
Toyota,mechanical,black,243500,2008,gasoline,1.4,sedan,front,8200.0
Toyota,mechanical,black,190000,2009,gasoline,1.0,hatchback,front,5000.0
Toyota,automatic,red,80000,2016,gasoline,1.8,sedan,front,16300.0
Toyota,mechanical,silver,293000,2003,diesel,2.0,sedan,front,6600.0
Toyota,mechanical,silver,397000,2005,diesel,2.0,universal,front,8199.0
Toyota,automatic,black,202000,2011,diesel,4.5,suv,all,31500.0
Toyota,mechanical,white,95000,2010,gasoline,1.0,hatchback,front,6300.0
Toyota,automatic,black,196000,2007,gasoline,2.4,sedan,front,10200.0
Toyota,mechanical,black,240000,2008,gasoline,1.3,hatchback,front,5950.0
Toyota,automatic,black,105000,2014,gasoline,1.8,universal,front,13000.0
Toyota,mechanical,other,312500,2002,diesel,2.0,hatchback,front,5600.0
Toyota,mechanical,black,199777,2007,gasoline,3.5,sedan,front,8600.0
Toyota,mechanical,violet,380000,1997,gasoline,2.0,suv,all,3790.0
Toyota,automatic,red,204387,2008,gasoline,2.5,suv,front,9500.0
Toyota,mechanical,blue,190000,2002,gasoline,1.4,hatchback,front,5000.0
Toyota,automatic,black,105000,2016,diesel,2.5,sedan,front,19900.0
Toyota,mechanical,black,260000,2001,gasoline,2.0,suv,all,6800.0
Toyota,automatic,red,110000,2009,gasoline,3.5,minivan,all,14500.0
Toyota,mechanical,black,185000,2009,gasoline,1.0,hatchback,front,6000.0
Toyota,automatic,silver,91000,2011,gasoline,1.5,sedan,front,7400.0
Toyota,mechanical,violet,398000,1993,diesel,2.0,sedan,front,1500.0
Toyota,mechanical,other,226000,2005,gasoline,2.0,suv,all,7600.0
Toyota,automatic,red,154497,2008,gasoline,1.8,sedan,front,7190.0
Toyota,mechanical,black,188226,2008,diesel,1.4,hatchback,front,6600.0
Toyota,mechanical,other,270000,2007,gasoline,1.6,sedan,front,7500.0
Toyota,automatic,black,112300,2015,gasoline,2.5,sedan,front,19700.0
Toyota,mechanical,silver,330000,2002,diesel,2.0,minivan,front,6000.0
Toyota,automatic,white,280777,2002,gasoline,1.8,coupe,front,4800.0
Toyota,mechanical,silver,160000,2010,gasoline,1.3,hatchback,front,6000.0
Toyota,automatic,black,101000,2016,diesel,2.8,suv,all,38000.0
Toyota,automatic,blue,48000,2017,gasoline,2.0,suv,all,25200.0
Toyota,automatic,other,257495,2003,gasoline,2.4,sedan,front,4500.0
Toyota,mechanical,green,350000,1996,diesel,2.0,hatchback,front,1500.0
Toyota,automatic,blue,167000,2009,gasoline,1.3,hatchback,front,7300.0
Toyota,mechanical,silver,387000,1998,diesel,2.0,hatchback,front,3150.0
Toyota,automatic,black,143000,2011,diesel,4.5,suv,all,36500.0
Toyota,mechanical,silver,162000,2008,gasoline,1.6,sedan,front,7300.0
Toyota,mechanical,grey,348000,2005,diesel,2.2,minivan,front,7400.0
Toyota,automatic,black,48000,2018,gasoline,2.0,sedan,front,22000.0
Toyota,automatic,grey,98000,2012,gasoline,1.8,universal,front,15500.0
Toyota,mechanical,blue,330000,1997,gasoline,1.6,liftback,front,1944.42
Toyota,mechanical,red,74000,2013,gasoline,1.0,hatchback,front,7300.0
Toyota,mechanical,silver,200000,1994,gasoline,1.3,hatchback,front,1280.47
Toyota,mechanical,blue,288000,2001,diesel,3.0,suv,all,5500.0
Toyota,mechanical,silver,253000,1998,gasoline,1.8,universal,front,2500.0
Toyota,mechanical,grey,138000,2010,gasoline,1.8,sedan,front,12900.0
Toyota,automatic,silver,137000,2005,diesel,4.2,suv,all,27000.0
Toyota,mechanical,blue,230000,2008,gasoline,1.3,hatchback,front,6000.0
Toyota,mechanical,black,148000,2010,gasoline,1.6,sedan,front,9000.0
Toyota,automatic,red,225308,2007,gasoline,2.4,sedan,front,9000.0
Toyota,mechanical,blue,222000,2000,gasoline,1.3,universal,front,3290.0
Toyota,mechanical,white,280000,1998,gasoline,2.2,sedan,front,3200.0
Toyota,mechanical,blue,340000,1996,gasoline,1.8,liftback,front,2900.0
Toyota,mechanical,silver,364000,1999,diesel,2.2,minivan,front,4400.0
Toyota,automatic,silver,357000,2005,diesel,3.0,suv,all,16200.0
Toyota,automatic,black,430000,2003,diesel,3.0,suv,all,14800.0
Toyota,mechanical,white,120000,2010,gasoline,1.0,hatchback,front,5400.0
Toyota,mechanical,black,300000,2001,gasoline,2.0,sedan,front,3800.0
Toyota,automatic,silver,281635,2003,gasoline,1.8,hatchback,front,4300.0
Toyota,mechanical,red,110000,2010,gasoline,1.0,hatchback,front,5500.0
Toyota,automatic,black,232000,2010,gasoline,1.8,minivan,front,9500.0
Toyota,automatic,white,141622,2010,gasoline,3.5,suv,all,21000.0
Toyota,automatic,black,88514,2015,gasoline,1.8,universal,front,18900.0
Toyota,automatic,white,190000,2014,diesel,4.5,suv,all,45999.0
Toyota,mechanical,white,270000,2005,diesel,2.0,universal,front,6700.0
Toyota,automatic,green,249144,2007,gasoline,2.4,suv,all,9000.0
Toyota,mechanical,silver,208000,2001,gasoline,2.0,minivan,front,8150.0
Toyota,automatic,blue,212000,2006,gasoline,1.8,hatchback,front,6900.0
Toyota,mechanical,blue,207000,2006,gasoline,2.0,hatchback,front,7200.0
Toyota,mechanical,white,400000,2004,diesel,2.0,universal,front,5000.0
Toyota,mechanical,black,234000,2006,diesel,2.2,suv,front,8200.0
Toyota,mechanical,blue,280000,2007,diesel,2.2,suv,front,9700.0
Toyota,mechanical,red,130000,2010,gasoline,1.0,hatchback,front,5200.0
Toyota,automatic,grey,165000,2007,gasoline,1.6,hatchback,front,8250.0
Toyota,mechanical,grey,290000,2007,diesel,2.2,universal,front,7500.0
Toyota,mechanical,blue,293000,1999,gasoline,1.6,universal,front,3600.0
Toyota,mechanical,silver,320000,2004,diesel,2.0,suv,all,7300.0
Toyota,automatic,white,147000,1998,gasoline,2.5,sedan,rear,5000.0
Toyota,automatic,black,91000,2011,gasoline,2.7,suv,all,26000.0
Toyota,automatic,black,320000,2005,gasoline,3.0,sedan,front,8000.0
Toyota,mechanical,silver,370000,2000,gasoline,2.0,minivan,front,3000.0
Toyota,mechanical,brown,310000,1983,gasoline,1.6,sedan,front,2000.0
Toyota,mechanical,black,137000,2011,gasoline,1.0,hatchback,front,5500.0
Toyota,mechanical,silver,291295,2002,diesel,2.0,hatchback,front,4600.0
Toyota,automatic,grey,196340,2004,gasoline,1.8,hatchback,front,6800.0
Toyota,automatic,grey,157000,2014,diesel,2.2,suv,all,18250.0
Toyota,automatic,other,190000,2007,gasoline,2.4,sedan,front,9500.0
Toyota,mechanical,green,391000,1998,diesel,2.2,minivan,front,4600.0
Toyota,mechanical,grey,290000,1996,gasoline,2.0,suv,all,3200.0
Toyota,mechanical,green,170000,2000,gasoline,1.3,minivan,front,3600.0
Toyota,mechanical,silver,190000,2007,diesel,2.0,liftback,front,8300.0
Toyota,automatic,blue,150000,2000,gasoline,1.5,coupe,front,3000.0
Toyota,mechanical,grey,96375,2013,gasoline,1.6,sedan,front,11999.0
Toyota,mechanical,blue,305000,1999,gasoline,1.0,hatchback,front,2200.0
Toyota,mechanical,red,262000,1997,gasoline,1.6,sedan,front,2370.0
Toyota,automatic,silver,162000,2008,gasoline,1.6,sedan,front,7650.0
Toyota,automatic,silver,162000,2008,gasoline,1.6,sedan,front,7600.0
Toyota,automatic,black,186523,2011,gasoline,1.8,universal,front,15000.0
Toyota,mechanical,silver,400000,2002,diesel,2.0,suv,all,5950.0
Toyota,mechanical,silver,450000,1997,gasoline,1.6,sedan,front,2150.0
Toyota,mechanical,grey,134000,2009,gasoline,1.0,hatchback,front,5900.0
Toyota,mechanical,silver,220000,2007,diesel,2.2,minivan,front,8500.0
Toyota,automatic,grey,250000,2006,gasoline,2.0,suv,all,10700.0
Toyota,automatic,silver,287000,2003,gasoline,2.0,suv,all,7700.0
Toyota,mechanical,grey,70000,2013,gasoline,2.0,suv,front,17000.0
Toyota,mechanical,grey,290000,2009,diesel,1.4,hatchback,front,7999.0
Toyota,mechanical,white,350000,2001,diesel,2.0,minivan,front,5200.0
Toyota,mechanical,green,240000,1998,gasoline,1.3,hatchback,front,2500.0
Toyota,automatic,silver,88000,2007,gasoline,1.6,sedan,front,7200.0
Toyota,mechanical,red,93988,2007,gasoline,1.0,hatchback,front,4500.0
Toyota,automatic,grey,225000,2006,gasoline,2.4,sedan,front,10907.71
Toyota,mechanical,green,490000,2001,gasoline,2.0,universal,front,3700.0
Toyota,automatic,blue,237000,2010,gasoline,1.8,hatchback,front,12600.0
Toyota,automatic,silver,210000,2010,diesel,4.5,suv,all,32000.0
Toyota,mechanical,brown,273682,2003,diesel,2.0,hatchback,front,5500.0
Toyota,mechanical,green,295000,1997,gasoline,1.6,universal,front,3400.0
Toyota,mechanical,blue,140000,2008,gasoline,1.6,hatchback,front,8300.0
Toyota,mechanical,grey,144000,2010,gasoline,1.0,hatchback,front,6700.0
Toyota,automatic,other,217261,2006,gasoline,2.4,suv,front,12000.0
Toyota,mechanical,blue,116220,2007,gasoline,1.4,hatchback,front,4900.0
Toyota,mechanical,blue,178000,2008,gasoline,1.6,sedan,front,7800.0
Toyota,mechanical,blue,383000,2007,diesel,2.0,universal,front,8600.0
Toyota,automatic,grey,202500,2008,gasoline,1.6,hatchback,front,7700.0
Toyota,mechanical,grey,170000,2009,gasoline,1.8,hatchback,front,10500.0
Toyota,mechanical,silver,287000,2005,gasoline,1.8,universal,front,9900.0
Toyota,automatic,other,290000,2002,gasoline,2.4,suv,all,9000.0
Toyota,automatic,black,210000,2008,gasoline,2.0,suv,all,12000.0
Toyota,mechanical,violet,356700,2009,gasoline,1.6,sedan,front,10000.0
Toyota,mechanical,silver,228000,2006,diesel,2.2,universal,front,7000.0
Toyota,automatic,silver,183465,2006,gasoline,1.8,sedan,front,6871.86
Toyota,automatic,blue,160934,2010,gasoline,2.4,sedan,front,12700.0
Toyota,mechanical,silver,350000,1995,gasoline,1.6,hatchback,front,1300.0
Toyota,mechanical,white,160000,2006,diesel,1.4,hatchback,front,4500.0
Toyota,mechanical,silver,230000,2001,gasoline,1.3,universal,front,3450.0
Toyota,automatic,silver,220000,2008,diesel,1.4,hatchback,front,6300.0
Toyota,automatic,white,90123,2013,gasoline,1.5,hatchback,front,9900.0
Toyota,mechanical,other,100000,2008,diesel,1.4,hatchback,front,6500.0
Toyota,mechanical,black,295000,2003,diesel,2.0,minivan,front,5100.0
Toyota,automatic,silver,195000,2009,diesel,2.2,suv,all,12100.0
Toyota,automatic,white,25000,2017,gasoline,2.0,suv,all,25500.0
Toyota,automatic,silver,80000,2016,gasoline,1.8,hatchback,front,18500.0
Toyota,automatic,silver,265300,2006,gasoline,3.5,sedan,front,9500.0
Toyota,automatic,grey,220000,2007,gasoline,1.6,sedan,front,6600.0
Toyota,mechanical,brown,330000,2003,diesel,2.0,hatchback,front,4550.0
Toyota,automatic,silver,345000,2007,gasoline,1.8,minivan,front,6900.0
Toyota,mechanical,blue,265000,2001,gasoline,1.0,hatchback,front,3200.0
Toyota,mechanical,grey,315000,1993,gasoline,1.3,hatchback,front,1200.0
Toyota,mechanical,silver,345000,2000,gasoline,1.3,minivan,front,3500.0
Toyota,automatic,blue,453000,1997,gasoline,2.0,minivan,front,4695.06
Toyota,mechanical,black,168000,2007,diesel,2.0,hatchback,front,7000.0
Toyota,mechanical,other,300000,1997,gasoline,1.6,hatchback,front,2600.0
Toyota,mechanical,silver,140000,2009,diesel,1.4,hatchback,front,7800.0
Toyota,mechanical,silver,370000,2002,diesel,2.0,minivan,front,3793.99
Toyota,automatic,grey,394289,2002,gasoline,2.4,sedan,front,6700.0
Toyota,mechanical,silver,369000,1996,gasoline,2.0,minivan,front,4500.0
Toyota,automatic,blue,200000,2006,gasoline,2.0,suv,front,9800.0
Toyota,automatic,white,168981,2012,gasoline,1.8,universal,front,12999.0
Toyota,automatic,black,210000,1999,gasoline,2.0,universal,front,3200.0
Toyota,mechanical,silver,320000,1996,gasoline,1.4,hatchback,front,1550.0
Toyota,mechanical,green,250000,2001,gasoline,1.0,hatchback,front,3150.0
